1.338470669445725747e+01 1.250000000000000000e-01 2.676941394805908203e+00 4.094945068359375000e+02 4.363068237304687500e+02 1.061625854492187500e+03 2.367585449218750000e+03 -8.374132080078125000e+02 -3.926164550781250000e+02 3.689466857910156250e+02 4.765165405273437500e+02 2.142158691406250000e+03 -6.496463623046875000e+02 -3.868774414062500000e+00 -1.684364929199218750e+02 -4.452617187500000000e+02 1.826884155273437500e+02 2.988554077148437500e+02 -2.229712402343750000e+03 -1.186354980468750000e+03 3.668451690673828125e+01 -2.949953613281250000e+02 -3.128472290039062500e+02 -1.792974365234375000e+03 2.565618164062500000e+03 -3.594306030273437500e+02 -4.000000000000000000e+00 7.738416290283203125e+01 1.941187896728515625e+02 2.721131896972656250e+02 4.772855834960937500e+02 5.266419677734375000e+02 -1.516660614013671875e+02 1.122434616088867188e+02 1.235556945800781250e+02 3.671787414550781250e+02 5.712291870117187500e+02 5.730410766601562500e+02 -4.195656090127952709e-05
2.676941338891451494e+01 5.000000000000000000e-01 1.732697105407714844e+01 4.094945068359375000e+02 4.397604980468750000e+02 1.057628051757812500e+03 2.354895507812500000e+03 -8.161712646484375000e+02 -3.706686706542968750e+02 3.659835510253906250e+02 4.738459167480468750e+02 2.126958740234375000e+03 -6.318812255859375000e+02 8.013793945312500000e+00 -1.570155792236328125e+02 -4.452617187500000000e+02 1.747285614013671875e+02 2.882189331054687500e+02 -2.210152832031250000e+03 -1.179864501953125000e+03 5.926714706420898438e+01 -2.772580261230468750e+02 -2.945414428710937500e+02 -1.769345458984375000e+03 2.543287597656250000e+03 -3.576001586914062500e+02 -9.000000000000000000e+00 7.238416290283203125e+01 1.891187896728515625e+02 2.671131896972656250e+02 4.722855834960937500e+02 5.216419677734375000e+02 -1.566660614013671875e+02 1.072434616088867188e+02 1.185556945800781250e+02 3.621787414550781250e+02 5.662291870117187500e+02 5.680410766601562500e+02 -1.009456760931798846e-04
4.015412008337177241e+01 1.125000000000000000e+00 3.169261932373046875e+01 3.960243530273437500e+02 4.418319091796875000e+02 1.052671020507812500e+03 2.341461425781250000e+03 -7.942194824218750000e+02 -3.490327758789062500e+02 3.613277587890625000e+02 4.711037292480468750e+02 2.111549560546875000e+03 -6.146619873046875000e+02 2.095959472656250000e+01 -1.465866851806640625e+02 -4.257904663085937500e+02 1.658277435302734375e+02 2.783380126953125000e+02 -2.190713378906250000e+03 -1.173247314453125000e+03 8.205910491943359375e+01 -2.607628173828125000e+02 -2.761104125976562500e+02 -1.745840820312500000e+03 2.520676513671875000e+03 -3.555973205566406250e+02 -1.400000000000000000e+01 6.738416290283203125e+01 1.841187896728515625e+02 2.621131896972656250e+02 4.672855834960937500e+02 5.166419677734375000e+02 -1.616660614013671875e+02 1.022434616088867188e+02 1.135556945800781250e+02 3.571787414550781250e+02 5.612291870117187500e+02 5.630410766601562500e+02 -2.333478373581892305e-04
5.353882677782902988e+01 2.000000000000000000e+00 4.615712738037109375e+01 3.828119201660156250e+02 4.452114257812500000e+02 1.047899536132812500e+03 2.328429687500000000e+03 -7.717773437500000000e+02 -3.276256408691406250e+02 3.564506530761718750e+02 4.684098510742187500e+02 2.097229980468750000e+03 -5.968344726562500000e+02 3.338879394531250000e+01 -1.363041381835937500e+02 -4.051503906250000000e+02 1.589184875488281250e+02 2.685255126953125000e+02 -2.170305664062500000e+03 -1.165930908203125000e+03 1.051517715454101562e+02 -2.434801635742187500e+02 -2.589513854980468750e+02 -1.721631469726562500e+03 2.499114990234375000e+03 -3.534407958984375000e+02 -1.900000000000000000e+01 6.238416290283203125e+01 1.791187896728515625e+02 2.571131896972656250e+02 4.622855834960937500e+02 5.116419677734375000e+02 -1.666660614013671875e+02 9.724346160888671875e+01 1.085556945800781250e+02 3.521787414550781250e+02 5.562291870117187500e+02 5.580410766601562500e+02 -5.182604408241721838e-04
6.692353347228629445e+01 3.125000000000000000e+00 6.179835128784179688e+01 3.701234130859375000e+02 4.484727172851562500e+02 1.044034179687500000e+03 2.314637695312500000e+03 -7.493073730468750000e+02 -3.065000610351562500e+02 3.513119506835937500e+02 4.654747924804687500e+02 2.084039062500000000e+03 -5.794061279296875000e+02 4.691015625000000000e+01 -1.267999725341796875e+02 -3.842653198242187500e+02 1.519644470214843750e+02 2.583748779296875000e+02 -2.151158691406250000e+03 -1.157520629882812500e+03 1.275984191894531250e+02 -2.250421142578125000e+02 -2.438225708007812500e+02 -1.696423095703125000e+03 2.477769775390625000e+03 -3.510649719238281250e+02 -2.400000000000000000e+01 5.738416290283203125e+01 1.741187896728515625e+02 2.521131896972656250e+02 4.572855834960937500e+02 5.066419677734375000e+02 -1.716660614013671875e+02 9.224346160888671875e+01 1.035556945800781250e+02 3.471787414550781250e+02 5.512291870117187500e+02 5.530410766601562500e+02 -1.105911974983194660e-03
8.030824016674355903e+01 4.500000000000000000e+00 7.802494812011718750e+01 3.575174560546875000e+02 4.501430053710937500e+02 1.040415039062500000e+03 2.300762207031250000e+03 -7.271589355468750000e+02 -2.869558715820312500e+02 3.462238464355468750e+02 4.626677551269531250e+02 2.070502197265625000e+03 -5.621816406250000000e+02 6.107702636718750000e+01 -1.173157043457031250e+02 -3.628920898437500000e+02 1.431825408935546875e+02 2.486177062988281250e+02 -2.130547851562500000e+03 -1.149607421875000000e+03 1.494726409912109375e+02 -2.054196624755859375e+02 -2.260674285888671875e+02 -1.669941772460937500e+03 2.456118652343750000e+03 -3.484572448730468750e+02 -2.900000000000000000e+01 5.238416290283203125e+01 1.691187896728515625e+02 2.471131896972656250e+02 4.522855834960937500e+02 5.016419677734375000e+02 -1.766660614013671875e+02 8.724346160888671875e+01 9.855569458007812500e+01 3.421787414550781250e+02 5.462291870117187500e+02 5.480410766601562500e+02 -2.267364183479596978e-03
9.369294686120082361e+01 6.125000000000000000e+00 9.463837432861328125e+01 3.451841430664062500e+02 4.523747558593750000e+02 1.036556884765625000e+03 2.287814208984375000e+03 -7.049599609375000000e+02 -2.678892822265625000e+02 3.412138671875000000e+02 4.585075378417968750e+02 2.056691162109375000e+03 -5.448081054687500000e+02 7.437182617187500000e+01 -1.081378173828125000e+02 -3.423092651367187500e+02 1.337236938476562500e+02 2.402390441894531250e+02 -2.109752685546875000e+03 -1.140339111328125000e+03 1.711694183349609375e+02 -1.841396179199218750e+02 -2.086152648925781250e+02 -1.642603393554687500e+03 2.434624511718750000e+03 -3.469186706542968750e+02 -3.400000000000000000e+01 4.738416290283203125e+01 1.641187896728515625e+02 2.421131896972656250e+02 4.472855834960937500e+02 4.966419677734375000e+02 -1.816660614013671875e+02 8.224346160888671875e+01 9.355569458007812500e+01 3.371787414550781250e+02 5.412291870117187500e+02 5.430410766601562500e+02 -4.466323991622101613e-03
1.070776535556580882e+02 8.000000000000000000e+00 1.106943969726562500e+02 3.322482604980468750e+02 4.551730346679687500e+02 1.034033447265625000e+03 2.276092041015625000e+03 -6.831502685546875000e+02 -2.487386322021484375e+02 3.366093139648437500e+02 4.536045532226562500e+02 2.042029541015625000e+03 -5.279605712890625000e+02 8.605395507812500000e+01 -9.806385803222656250e+01 -3.220338745117187500e+02 1.243159790039062500e+02 2.315356750488281250e+02 -2.091206054687500000e+03 -1.130219726562500000e+03 1.942611846923828125e+02 -1.626629028320312500e+02 -1.908231048583984375e+02 -1.614894531250000000e+03 2.413039062500000000e+03 -3.454382934570312500e+02 -3.900000000000000000e+01 4.238416290283203125e+01 1.591187896728515625e+02 2.371131896972656250e+02 4.422855834960937500e+02 4.916419677734375000e+02 -1.866660614013671875e+02 7.724346160888671875e+01 8.855569458007812500e+01 3.321787414550781250e+02 5.362291870117187500e+02 5.380410766601562500e+02 -8.452932223919082735e-03
1.204623602501153528e+02 1.012500000000000000e+01 1.277209243774414062e+02 3.193202514648437500e+02 4.572337036132812500e+02 1.031414428710937500e+03 2.264424316406250000e+03 -6.617309570312500000e+02 -2.304477844238281250e+02 3.323694152832031250e+02 4.486257019042968750e+02 2.028747070312500000e+03 -5.106756591796875000e+02 9.846630859375000000e+01 -8.830375671386718750e+01 -3.012844238281250000e+02 1.146635437011718750e+02 2.225054626464843750e+02 -2.071609619140625000e+03 -1.119898437500000000e+03 2.184203186035156250e+02 -1.429206848144531250e+02 -1.717636108398437500e+02 -1.586361572265625000e+03 2.391593017578125000e+03 -3.446344299316406250e+02 -4.400000000000000000e+01 3.738416290283203125e+01 1.541187896728515625e+02 2.321131896972656250e+02 4.372855834960937500e+02 4.866419677734375000e+02 -1.916660614013671875e+02 7.224346160888671875e+01 8.355569458007812500e+01 3.271787414550781250e+02 5.312291870117187500e+02 5.330410766601562500e+02 -1.537066899755749026e-02
1.338470669445726173e+02 1.250000000000000000e+01 1.453608703613281250e+02 3.064533081054687500e+02 4.593209838867187500e+02 1.029110229492187500e+03 2.252964355468750000e+03 -6.404931640625000000e+02 -2.105097808837890625e+02 3.291910705566406250e+02 4.433985290527343750e+02 2.013807739257812500e+03 -4.953310546875000000e+02 1.106365966796875000e+02 -7.877569580078125000e+01 -2.813430786132812500e+02 1.056737365722656250e+02 2.137015075683593750e+02 -2.051909179687500000e+03 -1.108713867187500000e+03 2.413800811767578125e+02 -1.235221862792968750e+02 -1.529682617187500000e+02 -1.559414306640625000e+03 2.367985839843750000e+03 -3.428400573730468750e+02 -4.900000000000000000e+01 3.238416290283203125e+01 1.491187896728515625e+02 2.271131896972656250e+02 4.322855834960937500e+02 4.816419677734375000e+02 -1.966660614013671875e+02 6.724346160888671875e+01 7.855569458007812500e+01 3.221787414550781250e+02 5.262291870117187500e+02 5.280410766601562500e+02 -2.685383860834679795e-02
